Secao,Titulo,Descrição,Data
mercado-digital,Itália bloqueia ChatGPT por não respeitar legislação sobre dados pessoais,"As autoridades italianas anunciaram nesta sexta-feira (31) a decisão de bloquear o chatbot ChatGPT, acusado de não respeitar a legislação sobre dados pessoais e de não dispor de um sistema de verificação da idade dos usuários menores de idade. Esta decisão, “com efeito imediatos”, terá como consequência “a limitação provisória do tratamento dos dados dos […]",31/03/2023 09:27
mercado-digital,Semicondutores: o novo petróleo,Eles estão em quase tudo ao nosso redor — de carros e eletrodomésticos a celulares e laptops — e se tornam tema geopolítico.,31/03/2023 01:20
mercado-digital,Papo Digital,A empresa brasileira Instanteaser lançou um app que torna vendedores de marketplace criadores de conteúdo. O Multiply ajuda esses profissionais a criar conteúdos de alta perfomance nas mídias digitais e a escalar suas vendas. Confira o que o CEO e cofundador Doug Clayton tem a dizer sobre a novidade. Qual é o principal atrativo do […],31/03/2023 01:10
mercado-digital,China desenvolve novo método para condução autônoma,"Por ainda gerarem muita insegurança nos usuários, muitos dos veículos autônomos ainda cometem erros e exigem a presença de um condutor para garantir a segurança das viagens. Para melhorar esses sistemas, uma equipe de pesquisadores da Universidade Tsinghua desenvolveu uma tecnologia que permite aos veículos aprender autonomamente enquanto enfrentam situações desconhecidas. A tecnologia realiza melhorias […]",31/03/2023 01:05
mercado-digital,Teams entra na onda de IA,"Na segunda-feira (27), a Microsoft anunciou a mais nova versão do Teams, a aplicação de reuniões e trabalho colaborativo da big tech. Mas o que pode haver de tão novo em um aplicativo como esse? A resposta está no hype do Chat GPT, serviço de inteligência artificial (IA) do qual a empresa é uma das […]",31/03/2023 01:00
mercado-digital,Brasileiro quer mais carros elétricos (e híbridos) — mas o motivo não é ambiental,"Novo estudo encomendado pelo Google à Offerwise revela que apelo tecnológico e benefícios, como isenção de impostos, são fatores mais valorizados do que a questão ambiental na aquisição de veículos. Fabio X (Nota publicada na edição 1318 da Revista Dinheiro)",31/03/2023 00:55
mercado-digital,TikTok: EUA fecham o cerco,"Num primeiro momento, os Estados Unidos quiseram comprá-lo. Não conseguiram e agora querem destruí-lo. Pelo menos em território americano. Na segunda-feira (27), a Casa Branca determinou que nenhuma agência federal utilize o TikTok. Metade dos estados americanos já adota solução semelhante em órgãos regionais. A justificativa é de que o app coleta dados e faz […]",31/03/2023 00:50
mercado-digital,"Tiranossauros rex tinham lábios, diz estudo","“Jurassic Park” e os fabricantes de brinquedos estão equivocados. O tiranossauro rex provavelmente não tinha dentes irregulares que ficavam para fora como nos fizeram crer, mas sim lábios, de acordo com um estudo publicado nesta quinta-feira (30). Esta é a conclusão de uma equipe de pesquisadores internacionais, cujas descobertas foram divulgadas pela revista Science. “Animais […]",30/03/2023 20:08
mercado-digital,Gravuras pré-históricas da mesma época das pinturas de Lascaux são descobertas na França,"Um grupo de arqueólogos anunciou, nesta quinta-feira (30), a descoberta de pequenas placas de pedra calcária nas quais foram gravados perfis de cavalos e uma vulva, com mais de 18.000 anos de idade, em um sítio arqueológico no sudeste da França. Os especialistas do Instituto Nacional de Pesquisas Arqueológicas Preventivas (Inrap, na sigla em francês) […]",30/03/2023 18:13
mercado-digital,Carta de Musk e cientistas sobre pausa na IA gera debate,"A carta pública assinada pelo magnata Elon Musk e por centenas de especialistas para interromper o desenvolvimento da Inteligência Artificial (IA) provocou um debate entre acadêmicos nas redes nesta quinta-feira (30). Os vertiginosos avanços da IA levaram Musk, fundador da gigante dos carros elétricos Tesla e atual dono do Twitter, a assinar essa carta, diante […]",30/03/2023 12:52
mercado-digital,"Parem de olhar para a tela do celular, pede inventor do aparelho","O problema com os telefones móveis é que as pessoas não param de olhar para eles. Essa é, pelo menos, a opinião do homem que inventou esses aparelhos, há quase 50 anos. Martin Cooper, um engenheiro americano que ganhou o apelido de “Pai do Celular”, diz que o aparelho em nossos bolsos tem um potencial […]",30/03/2023 12:14
mercado-digital,Nasa e Boeing preveem para julho lançamento de cápsula espacial Starliner rumo à ISS,"O primeiro voo tripulado da cápsula espacial Starliner, da Boeing, rumo à Estação Espacial Internacional (ISS), ocorrerá em julho, informaram dirigentes da Boeing e da Nasa nesta quarta-feira (29). A missão do CST-100 Starliner, prevista até agora para abril, ocorrerá depois de 21 de julho, disseram os funcionários. “Deliberamos e decidimos que a melhor tentativa […]",29/03/2023 18:15
